Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move raindance to flittle
Success: Added move skittersmack to rabsca
Success: Added move endeavor to greavard
Success: Added move takedown to rabsca
Success: Added move calmmind to espathra
Success: Added move agility to farigiraf
Success: Added move hyperbeam to rabsca
Success: Added move electroball to rabsca
Success: Added move seedbomb to flittle
Success: Added move lunge to rabsca
Success: Added move confuseray to espathra
Success: Added move mudshot to rabsca
Success: Added move skillswap to rabsca
Success: Added move calmmind to rabsca
Success: Added move facade to greavard
Success: Added move thief to flittle
Success: Added move tackle to rabsca
Success: Added move confuseray to rabsca
Success: Added move skillswap to espathra
Success: Added move reflect to espathra
Success: Added move psychicnoise to rabsca
Success: Added move guardswap to rabsca
Success: Added move swift to espathra
Success: Added move storedpower to rabsca
Success: Added move fling to rabsca
Success: Added move facade to rabsca
Success: Added move powergem to rabsca
Success: Added move psychup to rabsca
Success: Added move rest to rabsca
Success: Added move bite to greavard
Success: Added move protect to rabsca
Success: Added move astonish to farigiraf
Success: Added move lick to greavard
Success: Added move trick to espathra
Success: Added move pounce to rabsca
Success: Added move bugbite to rabsca
Success: Added move substitute to rabsca
Success: Added move crunch to greavard
Success: Added move revivalblessing to rabsca
Success: Added move thief to rabsca
Success: Added move rocktomb to rabsca
Success: Added move powerswap to rabsca
Success: Added move icefang to greavard
Success: Added move imprison to rabsca
Success: Added move dig to greavard
Success: Added move quickattack to flittle
Success: Added move hex to greavard
Success: Added move takedown to flittle
Success: Added move babydolleyes to flittle
Success: Added move facade to espathra
Success: Added move safeguard to rabsca
Success: Added move energyball to rabsca
Success: Added move peck to flittle
Success: Added move batonpass to farigiraf
Success: Added move rest to espathra
Success: Added move swift to flittle
Success: Added move agility to espathra
Success: Added move disarmingvoice to flittle
Success: Added move psychic to rabsca
Success: Added move psychic to flittle
Success: Added move willowisp to houndstone
Success: Added move substitute to espathra
Success: Added move thief to espathra
Success: Added move amnesia to farigiraf
Success: Added move weatherball to rabsca
Success: Added move gunkshot to rabsca
Success: Added move bugbuzz to rabsca
Success: Added move dig to rabsca
Success: Added move allyswitch to flittle
Success: Added move lightscreen to rabsca
Success: Added move destinybond to greavard
Success: Added move bodyslam to espathra
Success: Added move defensecurl to rabsca
Success: Added move sandstorm to rabsca
Success: Added move psychicterrain to rabsca
Success: Added move uturn to espathra
Success: Added move psyshock to rabsca
Success: Added move firefang to greavard
Success: Added move raindance to greavard
Success: Added move painsplit to greavard
Success: Added move mudslap to greavard
Success: Added move protect to greavard
Success: Added move nightshade to greavard
Success: Added move memento to greavard
Success: Added move psychicfangs to greavard
Success: Added move phantomforce to greavard
Success: Added move poltergeist to greavard
Success: Added move playrough to greavard
Success: Added move rest to greavard
Success: Added move mudshot to greavard
Success: Added move roar to greavard
Success: Added move shadowsneak to greavard
Success: Added move sandstorm to greavard
Success: Added move shadowball to greavard
Success: Added move scaryface to greavard
Success: Added move sleeptalk to greavard
Success: Added move snarl to greavard
Success: Added move stompingtantrum to greavard
Success: Added move confuseray to houndstone
Success: Added move substitute to greavard
Success: Added move bodypress to houndstone
Success: Added move dig to houndstone
Success: Added move bulldoze to houndstone
Success: Added move bite to houndstone
Success: Added move thunderfang to greavard
Success: Added move yawn to greavard
Success: Added move uproar to greavard
Success: Added move tailwhip to greavard
Success: Added move trick to greavard
Success: Added move terablast to greavard
Success: Added move takedown to greavard
Success: Added move thief to greavard
Success: Added move tackle to greavard
Success: Added move sunnyday to greavard
Success: Added move doubleedge to houndstone
Success: Added move endeavor to houndstone
Success: Added move charm to houndstone
Success: Added move crunch to houndstone
Success: Added move firefang to houndstone
Success: Added move hex to houndstone
Success: Added move headbutt to houndstone
Success: Added move gigaimpact to houndstone
Success: Added move helpinghand to houndstone
Success: Added move growl to houndstone
Success: Added move hyperbeam to houndstone
Success: Added move facade to houndstone
Success: Added move endure to houndstone
Success: Added move icefang to houndstone
Success: Added move mudshot to houndstone
Success: Added move lastrespects to houndstone
Success: Added move nightshade to houndstone
Success: Added move lick to houndstone
Success: Added move painsplit to houndstone
Success: Added move mudslap to houndstone
Success: Added move phantomforce to houndstone
Success: Added move protect to houndstone
Success: Added move psychicfangs to houndstone
Success: Added move playrough to houndstone
Success: Added move raindance to houndstone
Success: Added move poltergeist to houndstone
Success: Added move rest to houndstone
Success: Added move roar to houndstone
Success: Added move snarl to houndstone
Success: Added move sleeptalk to houndstone
Success: Added move shadowball to houndstone
Success: Added move stompingtantrum to houndstone
Success: Added move scaryface to houndstone
Success: Added move sandstorm to houndstone
Success: Added move tackle to houndstone
Success: Added move takedown to houndstone
Success: Added move tailwhip to houndstone
Success: Added move sunnyday to houndstone
Success: Added move terablast to houndstone
Success: Added move thief to houndstone
Success: Added move thunderfang to houndstone
Success: Added move substitute to houndstone
Success: Added move trick to houndstone
Success: Added move sunnyday to flittle
Success: Added move babydolleyes to espathra
Success: Added move psyshock to flittle
Success: Added move featherdance to espathra
Success: Added move helpinghand to espathra
Success: Added move lightscreen to flittle
Success: Added move terablast to flittle
Success: Added move psybeam to flittle
Success: Added move aerialace to espathra
Success: Added move confusion to espathra
Success: Added move pluck to flittle
Success: Added move psybeam to espathra
Success: Added move uproar to houndstone
Success: Added move zenheadbutt to flittle
Success: Added move thief to rellor
Success: Added move growl to espathra
Success: Added move uproar to espathra
Success: Added move hex to espathra
Success: Added move flashcannon to espathra
Success: Added move calmmind to flittle
Success: Added move substitute to rellor
Success: Added move endure to flittle
Success: Added move tackle to rellor
Success: Added move charm to greavard
Success: Added move gravity to rabsca
Success: Added move raindance to espathra
Success: Added move sunnyday to rabsca
Success: Added move assurance to farigiraf
Success: Added move pounce to espathra
Success: Added move drillpeck to espathra
Success: Added move howl to greavard
Success: Added move strugglebug to rabsca
Success: Added move sleeptalk to flittle
Success: Added move uturn to flittle
Success: Added move endure to espathra
Success: Added move sandattack to rabsca
Success: Added move quickattack to espathra
Success: Added move leechlife to rabsca
Success: Added move sandstorm to espathra
Success: Added move terablast to rabsca
Success: Added move peck to espathra
Success: Added move earthpower to rabsca
Success: Added move terablast to espathra
Success: Added move confuseray to flittle
Success: Added move zenheadbutt to rabsca
Success: Added move luminacrash to espathra
Success: Added move doubleedge to greavard
Success: Added move trickroom to espathra
Success: Added move pounce to flittle
Success: Added move sludgebomb to rabsca
Success: Added move irondefense to rabsca
Success: Added move psychicterrain to espathra
Success: Added move energyball to espathra
Success: Added move nightshade to espathra
Success: Added move facade to flittle
Success: Added move raindance to rabsca
Success: Added move mudslap to flittle
